Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas1807     Pavarde1807         8    1    7    2    8    8    
Vardas1921     Pavarde1921         5    10   7    4    10   7    
Vardas7398     Pavarde7398         7    4    9    10   6    8    
Vardas487      Pavarde487          9    2    10   2    9    2    
Vardas1726     Pavarde1726         2    6    9    4    3    1    
Vardas3150     Pavarde3150         5    6    1    9    1    5    
Vardas8774     Pavarde8774         5    10   8    8    2    8    
Vardas353      Pavarde353          6    4    3    9    1    3    
Vardas8213     Pavarde8213         4    8    3    4    4    10   
Vardas412      Pavarde412          10   5    1    7    5    9    
Vardas5591     Pavarde5591         8    8    7    7    4    3    
Vardas5445     Pavarde5445         2    7    10   10   8    1    
Vardas4838     Pavarde4838         9    1    5    8    8    4    
Vardas471      Pavarde471          8    8    3    1    2    9    
Vardas5624     Pavarde5624         5    10   7    10   9    2    
Vardas2264     Pavarde2264         9    7    1    6    4    4    
Vardas6219     Pavarde6219         5    5    4    6    1    4    
Vardas9673     Pavarde9673         7    8    7    1    1    6    
Vardas9211     Pavarde9211         4    2    4    10   2    5    
Vardas6206     Pavarde6206         3    4    1    10   9    9    
Vardas4082     Pavarde4082         4    5    5    9    2    2    
Vardas5121     Pavarde5121         7    9    2    1    4    6    
Vardas209      Pavarde209          2    3    9    5    8    5    
Vardas7962     Pavarde7962         6    9    8    2    3    3    
Vardas9173     Pavarde9173         6    4    3    9    7    3    
Vardas8963     Pavarde8963         2    5    9    3    2    10   
Vardas2410     Pavarde2410         4    5    6    3    6    1    
Vardas5718     Pavarde5718         6    4    2    5    10   8    
Vardas9561     Pavarde9561         9    5    7    2    9    1    
Vardas6401     Pavarde6401         2    9    7    5    4    7    
Vardas123      Pavarde123          9    3    6    6    7    6    
Vardas3156     Pavarde3156         7    4    8    5    10   4    
Vardas1162     Pavarde1162         4    2    9    2    5    6    
Vardas697      Pavarde697          10   9    9    8    8    1    
Vardas8223     Pavarde8223         4    9    4    6    9    9    
Vardas1205     Pavarde1205         5    8    7    6    6    5    
Vardas1188     Pavarde1188         10   1    1    2    3    4    
Vardas2224     Pavarde2224         9    2    9    2    9    2    
Vardas8051     Pavarde8051         5    9    3    9    1    2    
Vardas5240     Pavarde5240         3    10   2    10   7    4    
Vardas7877     Pavarde7877         4    5    9    4    9    10   
Vardas1166     Pavarde1166         10   2    2    10   3    7    
Vardas7213     Pavarde7213         8    8    2    5    3    10   
Vardas7830     Pavarde7830         9    10   5    1    6    4    
Vardas9681     Pavarde9681         1    7    6    6    4    5    
Vardas5834     Pavarde5834         10   9    1    7    7    4    
Vardas8621     Pavarde8621         5    10   7    8    9    1    
Vardas2732     Pavarde2732         2    2    3    3    9    3    
Vardas6037     Pavarde6037         10   6    6    6    1    6    
Vardas5576     Pavarde5576         1    3    3    9    6    8    
Vardas2967     Pavarde2967         7    7    5    5    7    9    
Vardas4538     Pavarde4538         9    7    9    10   6    8    
Vardas6112     Pavarde6112         7    2    9    5    6    2    
Vardas2561     Pavarde2561         10   10   1    1    2    2    
Vardas1487     Pavarde1487         1    10   8    9    4    2    
Vardas4746     Pavarde4746         3    9    3    8    4    2    
Vardas7983     Pavarde7983         10   9    4    8    4    1    
Vardas4195     Pavarde4195         7    3    5    1    3    2    
Vardas4469     Pavarde4469         7    2    3    6    1    5    
Vardas3140     Pavarde3140         4    9    6    1    8    2    
Vardas1544     Pavarde1544         2    8    4    5    5    2    
Vardas2585     Pavarde2585         5    6    9    7    7    1    
Vardas4050     Pavarde4050         7    1    6    5    1    9    
Vardas8000     Pavarde8000         6    9    7    7    1    5    
Vardas2681     Pavarde2681         4    10   4    4    2    9    
Vardas8973     Pavarde8973         7    2    4    8    10   9    
Vardas8724     Pavarde8724         4    5    10   9    6    6    
Vardas3420     Pavarde3420         10   10   4    10   10   7    
Vardas2625     Pavarde2625         7    9    10   9    10   1    
Vardas3564     Pavarde3564         1    10   8    7    4    1    
Vardas2295     Pavarde2295         1    7    8    9    9    7    
Vardas8943     Pavarde8943         3    8    10   1    4    10   
Vardas7887     Pavarde7887         9    6    9    4    2    1    
Vardas1721     Pavarde1721         6    5    5    5    3    9    
Vardas2388     Pavarde2388         6    5    4    3    10   9    
Vardas6574     Pavarde6574         1    6    10   6    3    10   
Vardas9417     Pavarde9417         7    4    2    9    9    7    
Vardas4981     Pavarde4981         8    9    3    10   1    1    
Vardas7230     Pavarde7230         1    7    5    3    9    6    
Vardas4046     Pavarde4046         7    9    10   4    7    7    
Vardas1040     Pavarde1040         5    8    9    5    10   3    
Vardas1694     Pavarde1694         6    1    10   5    7    10   
Vardas4282     Pavarde4282         4    8    5    5    3    10   
Vardas8506     Pavarde8506         2    1    8    3    9    8    
Vardas258      Pavarde258          4    8    1    6    9    7    
Vardas3431     Pavarde3431         9    3    2    1    3    9    
Vardas527      Pavarde527          1    9    1    6    8    10   
Vardas6102     Pavarde6102         6    6    4    5    5    9    
Vardas8543     Pavarde8543         1    8    7    1    7    6    
Vardas5351     Pavarde5351         8    7    7    5    5    2    
Vardas750      Pavarde750          2    10   5    9    3    10   
Vardas4228     Pavarde4228         9    6    4    9    4    10   
Vardas9472     Pavarde9472         8    3    3    5    6    7    
Vardas4534     Pavarde4534         5    1    10   8    9    5    
Vardas8083     Pavarde8083         4    9    1    8    5    9    
Vardas566      Pavarde566          8    3    9    6    8    5    
Vardas1460     Pavarde1460         2    7    5    4    4    2    
Vardas436      Pavarde436          4    3    1    9    9    10   
Vardas8060     Pavarde8060         7    3    5    6    6    7    
Vardas4883     Pavarde4883         1    1    8    2    9    3    
Vardas429      Pavarde429          4    8    8    6    5    5    
Vardas4266     Pavarde4266         8    7    3    10   10   1    
Vardas7241     Pavarde7241         10   9    3    3    2    5    
Vardas47       Pavarde47           5    3    5    6    7    7    
Vardas4683     Pavarde4683         10   6    9    4    4    9    
Vardas2229     Pavarde2229         3    10   9    10   8    3    
Vardas3189     Pavarde3189         9    9    6    8    2    5    
Vardas4804     Pavarde4804         1    7    1    6    8    2    
Vardas7607     Pavarde7607         4    3    1    2    6    8    
Vardas7377     Pavarde7377         3    8    1    3    2    9    
Vardas692      Pavarde692          8    6    7    7    1    3    
Vardas7142     Pavarde7142         3    6    4    3    3    3    
Vardas8050     Pavarde8050         3    6    2    1    4    2    
Vardas9220     Pavarde9220         5    10   6    8    10   10   
Vardas1021     Pavarde1021         9    9    5    4    10   6    
Vardas2887     Pavarde2887         10   9    9    3    10   9    
Vardas1054     Pavarde1054         6    2    9    2    3    2    
Vardas2444     Pavarde2444         1    1    9    5    5    1    
Vardas6345     Pavarde6345         3    5    9    5    1    1    
Vardas7750     Pavarde7750         3    2    7    4    6    3    
Vardas941      Pavarde941          2    10   1    8    8    7    
Vardas4778     Pavarde4778         10   1    5    2    4    1    
Vardas3948     Pavarde3948         8    4    3    10   9    10   
Vardas2751     Pavarde2751         2    4    2    6    8    6    
Vardas3433     Pavarde3433         2    10   9    5    8    8    
Vardas174      Pavarde174          1    10   7    8    2    1    
Vardas5588     Pavarde5588         2    2    2    1    5    6    
Vardas9774     Pavarde9774         8    8    7    4    3    4    
Vardas7124     Pavarde7124         9    5    9    6    9    2    
Vardas390      Pavarde390          3    2    5    1    9    10   
Vardas2800     Pavarde2800         7    10   3    6    8    4    
Vardas2932     Pavarde2932         8    5    9    7    1    10   
Vardas976      Pavarde976          9    3    6    7    10   1    
Vardas8355     Pavarde8355         6    2    6    3    5    9    
Vardas722      Pavarde722          5    3    6    9    9    4    
Vardas2477     Pavarde2477         4    8    1    7    9    9    
Vardas4769     Pavarde4769         3    2    8    2    1    7    
Vardas4459     Pavarde4459         9    7    1    10   4    1    
Vardas167      Pavarde167          4    5    10   2    5    9    
Vardas2466     Pavarde2466         6    6    4    7    2    2    
Vardas2562     Pavarde2562         3    5    2    6    3    3    
Vardas4949     Pavarde4949         3    4    4    1    10   10   
Vardas9270     Pavarde9270         9    7    10   10   6    9    
Vardas3388     Pavarde3388         8    9    6    1    1    8    
Vardas2260     Pavarde2260         6    3    6    2    10   4    
Vardas8193     Pavarde8193         2    8    8    1    8    4    
Vardas8455     Pavarde8455         9    8    8    1    6    8    
Vardas5881     Pavarde5881         6    10   6    6    6    9    
Vardas1182     Pavarde1182         8    9    6    2    1    5    
Vardas5702     Pavarde5702         9    6    3    8    10   5    
Vardas6214     Pavarde6214         7    2    10   7    9    5    
Vardas2450     Pavarde2450         5    4    8    7    10   4    
Vardas8097     Pavarde8097         9    5    7    5    1    7    
Vardas5361     Pavarde5361         3    1    9    2    6    3    
Vardas1401     Pavarde1401         3    2    3    2    2    5    
Vardas364      Pavarde364          10   4    10   8    5    6    
Vardas1659     Pavarde1659         5    10   8    2    5    7    
Vardas4363     Pavarde4363         7    6    3    10   7    4    
Vardas3725     Pavarde3725         5    2    3    9    1    3    
Vardas4975     Pavarde4975         7    2    7    4    7    1    
Vardas2127     Pavarde2127         2    3    4    10   5    6    
Vardas3611     Pavarde3611         4    8    3    5    2    5    
Vardas9687     Pavarde9687         3    10   8    9    8    3    
Vardas21       Pavarde21           4    3    4    4    2    10   
Vardas2626     Pavarde2626         4    9    1    2    3    6    
Vardas6781     Pavarde6781         5    3    2    10   1    3    
Vardas7753     Pavarde7753         5    6    7    2    3    8    
Vardas5060     Pavarde5060         7    8    4    2    1    9    
Vardas7481     Pavarde7481         8    9    5    10   1    3    
Vardas7954     Pavarde7954         5    3    4    6    2    4    
Vardas211      Pavarde211          4    5    8    7    9    3    
Vardas158      Pavarde158          8    10   9    1    6    7    
Vardas7969     Pavarde7969         2    1    4    4    5    7    
Vardas1017     Pavarde1017         2    10   2    2    4    2    
Vardas1485     Pavarde1485         6    3    4    1    2    4    
Vardas1191     Pavarde1191         7    9    4    4    2    5    
Vardas1695     Pavarde1695         2    2    3    10   5    8    
Vardas4733     Pavarde4733         7    5    7    1    4    9    
Vardas3729     Pavarde3729         10   3    6    4    3    8    
